Date (LT),Site,Parameter,Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
2018-01-01 01:00:00,Hanoi,PM2.5 - Principal,2018,1,1,1,68.9,158,Unhealthy,69.2,UG/M3,1 Hr,Valid
2018-01-01 02:00:00,Hanoi,PM2.5 - Principal,2018,1,1,2,72.2,160,Unhealthy,75.5,UG/M3,1 Hr,Valid
2018-01-01 03:00:00,Hanoi,PM2.5 - Principal,2018,1,1,3,81.2,164,Unhealthy,90.2,UG/M3,1 Hr,Valid
2018-01-01 04:00:00,Hanoi,PM2.5 - Principal,2018,1,1,4,89.4,169,Unhealthy,97.6,UG/M3,1 Hr,Valid
2018-01-01 05:00:00,Hanoi,PM2.5 - Principal,2018,1,1,5,89.2,168,Unhealthy,89.1,UG/M3,1 Hr,Valid
2018-01-01 06:00:00,Hanoi,PM2.5 - Principal,2018,1,1,6,90.6,169,Unhealthy,92.0,UG/M3,1 Hr,Valid
2018-01-01 07:00:00,Hanoi,PM2.5 - Principal,2018,1,1,7,91.4,170,Unhealthy,92.5,UG/M3,1 Hr,Valid
2018-01-01 08:00:00,Hanoi,PM2.5 - Principal,2018,1,1,8,98.4,173,Unhealthy,108.8,UG/M3,1 Hr,Valid
2018-01-01 09:00:00,Hanoi,PM2.5 - Principal,2018,1,1,9,101.6,175,Unhealthy,106.0,UG/M3,1 Hr,Valid
2018-01-01 10:00:00,Hanoi,PM2.5 - Principal,2018,1,1,10,103.7,176,Unhealthy,106.6,UG/M3,1 Hr,Valid
2018-01-01 11:00:00,Hanoi,PM2.5 - Principal,2018,1,1,11,101.0,174,Unhealthy,98.0,UG/M3,1 Hr,Valid
2018-01-01 12:00:00,Hanoi,PM2.5 - Principal,2018,1,1,12,100.2,174,Unhealthy,98.7,UG/M3,1 Hr,Valid
2018-01-01 13:00:00,Hanoi,PM2.5 - Principal,2018,1,1,13,97.2,173,Unhealthy,90.7,UG/M3,1 Hr,Valid
2018-01-01 14:00:00,Hanoi,PM2.5 - Principal,2018,1,1,14,94.4,171,Unhealthy,83.7,UG/M3,1 Hr,Valid
2018-01-01 15:00:00,Hanoi,PM2.5 - Principal,2018,1,1,15,88.9,168,Unhealthy,77.7,UG/M3,1 Hr,Valid
2018-01-01 16:00:00,Hanoi,PM2.5 - Principal,2018,1,1,16,82.1,165,Unhealthy,71.8,UG/M3,1 Hr,Valid
2018-01-01 17:00:00,Hanoi,PM2.5 - Principal,2018,1,1,17,76.7,162,Unhealthy,69.0,UG/M3,1 Hr,Valid
2018-01-01 18:00:00,Hanoi,PM2.5 - Principal,2018,1,1,18,74.4,161,Unhealthy,70.6,UG/M3,1 Hr,Valid
2018-01-01 19:00:00,Hanoi,PM2.5 - Principal,2018,1,1,19,79.6,163,Unhealthy,88.5,UG/M3,1 Hr,Valid
2018-01-01 20:00:00,Hanoi,PM2.5 - Principal,2018,1,1,20,87.9,168,Unhealthy,103.0,UG/M3,1 Hr,Valid
2018-01-01 21:00:00,Hanoi,PM2.5 - Principal,2018,1,1,21,94.0,171,Unhealthy,105.2,UG/M3,1 Hr,Valid
2018-01-01 22:00:00,Hanoi,PM2.5 - Principal,2018,1,1,22,101.8,175,Unhealthy,112.5,UG/M3,1 Hr,Valid
2018-01-01 23:00:00,Hanoi,PM2.5 - Principal,2018,1,1,23,115.1,182,Unhealthy,127.7,UG/M3,1 Hr,Valid
2018-01-02 00:00:00,Hanoi,PM2.5 - Principal,2018,1,2,0,118.5,184,Unhealthy,122.4,UG/M3,1 Hr,Valid
