Date (LT),Site,Parameter,Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
2020-01-01 01:00:00,Hanoi,PM2.5 - Principal,2020,1,1,1,109.8,179,Unhealthy,126.0,UG/M3,1 Hr,Valid
2020-01-01 02:00:00,Hanoi,PM2.5 - Principal,2020,1,1,2,112.1,180,Unhealthy,117.0,UG/M3,1 Hr,Valid
2020-01-01 03:00:00,Hanoi,PM2.5 - Principal,2020,1,1,3,110.5,179,Unhealthy,107.0,UG/M3,1 Hr,Valid
2020-01-01 04:00:00,Hanoi,PM2.5 - Principal,2020,1,1,4,115.5,182,Unhealthy,126.0,UG/M3,1 Hr,Valid
2020-01-01 05:00:00,Hanoi,PM2.5 - Principal,2020,1,1,5,120.8,185,Unhealthy,130.0,UG/M3,1 Hr,Valid
2020-01-01 06:00:00,Hanoi,PM2.5 - Principal,2020,1,1,6,132.3,191,Unhealthy,146.0,UG/M3,1 Hr,Valid
2020-01-01 07:00:00,Hanoi,PM2.5 - Principal,2020,1,1,7,132.7,191,Unhealthy,134.0,UG/M3,1 Hr,Valid
2020-01-01 08:00:00,Hanoi,PM2.5 - Principal,2020,1,1,8,135.5,192,Unhealthy,141.0,UG/M3,1 Hr,Valid
2020-01-01 09:00:00,Hanoi,PM2.5 - Principal,2020,1,1,9,126.4,188,Unhealthy,110.0,UG/M3,1 Hr,Valid
2020-01-01 10:00:00,Hanoi,PM2.5 - Principal,2020,1,1,10,128.1,188,Unhealthy,132.0,UG/M3,1 Hr,Valid
2020-01-01 11:00:00,Hanoi,PM2.5 - Principal,2020,1,1,11,122.5,186,Unhealthy,107.0,UG/M3,1 Hr,Valid
2020-01-01 12:00:00,Hanoi,PM2.5 - Principal,2020,1,1,12,121.6,185,Unhealthy,119.0,UG/M3,1 Hr,Valid
2020-01-01 13:00:00,Hanoi,PM2.5 - Principal,2020,1,1,13,119.7,184,Unhealthy,115.0,UG/M3,1 Hr,Valid
2020-01-01 14:00:00,Hanoi,PM2.5 - Principal,2020,1,1,14,107.1,178,Unhealthy,90.0,UG/M3,1 Hr,Valid
2020-01-01 15:00:00,Hanoi,PM2.5 - Principal,2020,1,1,15,93.5,171,Unhealthy,80.0,UG/M3,1 Hr,Valid
2020-01-01 16:00:00,Hanoi,PM2.5 - Principal,2020,1,1,16,90.5,169,Unhealthy,87.0,UG/M3,1 Hr,Valid
2020-01-01 17:00:00,Hanoi,PM2.5 - Principal,2020,1,1,17,87.5,168,Unhealthy,84.0,UG/M3,1 Hr,Valid
2020-01-01 18:00:00,Hanoi,PM2.5 - Principal,2020,1,1,18,85.8,167,Unhealthy,83.0,UG/M3,1 Hr,Valid
2020-01-01 19:00:00,Hanoi,PM2.5 - Principal,2020,1,1,19,99.3,174,Unhealthy,117.0,UG/M3,1 Hr,Valid
2020-01-01 20:00:00,Hanoi,PM2.5 - Principal,2020,1,1,20,114.7,182,Unhealthy,137.0,UG/M3,1 Hr,Valid
2020-01-01 21:00:00,Hanoi,PM2.5 - Principal,2020,1,1,21,127.2,188,Unhealthy,142.0,UG/M3,1 Hr,Valid
2020-01-01 22:00:00,Hanoi,PM2.5 - Principal,2020,1,1,22,132.8,191,Unhealthy,140.0,UG/M3,1 Hr,Valid
2020-01-01 23:00:00,Hanoi,PM2.5 - Principal,2020,1,1,23,125.0,187,Unhealthy,115.0,UG/M3,1 Hr,Valid
2020-01-02 00:00:00,Hanoi,PM2.5 - Principal,2020,1,2,0,119.7,184,Unhealthy,113.0,UG/M3,1 Hr,Valid
2020-01-02 01:00:00,Hanoi,PM2.5 - Principal,2020,1,2,1,112.4,180,Unhealthy,103.0,UG/M3,1 Hr,Valid
2020-01-02 02:00:00,Hanoi,PM2.5 - Principal,2020,1,2,2,95.1,171,Unhealthy,76.0,UG/M3,1 Hr,Valid
2020-01-02 03:00:00,Hanoi,PM2.5 - Principal,2020,1,2,3,74.2,161,Unhealthy,55.0,UG/M3,1 Hr,Valid
2020-01-02 04:00:00,Hanoi,PM2.5 - Principal,2020,1,2,4,61.1,154,Unhealthy,48.0,UG/M3,1 Hr,Valid
2020-01-02 05:00:00,Hanoi,PM2.5 - Principal,2020,1,2,5,58.0,152,Unhealthy,55.0,UG/M3,1 Hr,Valid
2020-01-02 06:00:00,Hanoi,PM2.5 - Principal,2020,1,2,6,54.5,148,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
2020-01-02 07:00:00,Hanoi,PM2.5 - Principal,2020,1,2,7,53.7,146,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
2020-01-02 08:00:00,Hanoi,PM2.5 - Principal,2020,1,2,8,55.8,151,Unhealthy,58.0,UG/M3,1 Hr,Valid
2020-01-02 09:00:00,Hanoi,PM2.5 - Principal,2020,1,2,9,69.4,158,Unhealthy,83.0,UG/M3,1 Hr,Valid
2020-01-02 10:00:00,Hanoi,PM2.5 - Principal,2020,1,2,10,77.2,162,Unhealthy,85.0,UG/M3,1 Hr,Valid
2020-01-02 11:00:00,Hanoi,PM2.5 - Principal,2020,1,2,11,72.0,160,Unhealthy,67.0,UG/M3,1 Hr,Valid
